"Date","Value"
"11/09/1994",5.72
"11/10/1994",5.6875
"11/11/1994",5.6125
"11/14/1994",5.645
"11/15/1994",5.68
"11/16/1994",5.655
"11/17/1994",5.6975
"11/18/1994",5.705
"11/21/1994",5.635
"11/22/1994",5.6575
"11/23/1994",5.6525
"11/25/1994",5.68
"11/28/1994",5.735
"11/29/1994",5.6975
"11/30/1994",5.635
"12/01/1994",5.5675
"12/02/1994",5.6275
"12/05/1994",5.6225
"12/06/1994",5.5775
"12/07/1994",5.59
"12/08/1994",5.62
"12/09/1994",5.6425
"12/12/1994",5.645
"12/13/1994",5.635
"12/14/1994",5.6125
"12/15/1994",5.6275
"12/16/1994",5.6625
"12/19/1994",5.595
"12/20/1994",5.6075
"12/21/1994",5.64
"12/22/1994",5.6375
"12/23/1994",5.675
"12/27/1994",5.6795
"12/28/1994",5.6595
"12/29/1994",5.6385
"12/30/1994",5.5935
"01/03/1995",5.5775
"01/04/1995",5.585
"01/05/1995",5.585
"01/06/1995",5.585
"01/09/1995",5.575
"01/10/1995",5.6
"01/11/1995",5.5975
"01/12/1995",5.575
"01/13/1995",5.565
"01/16/1995",5.565
"01/17/1995",5.5875
"01/18/1995",5.5525
"01/19/1995",5.5225
"01/20/1995",5.515
"01/23/1995",5.5275
"01/24/1995",5.535
"01/25/1995",5.53
"01/26/1995",5.5375
"01/27/1995",5.5375
"01/30/1995",5.49
"01/31/1995",5.475
"02/01/1995",5.465
"02/02/1995",5.495
"02/03/1995",5.4675
"02/06/1995",5.505
"02/07/1995",5.485
"02/08/1995",5.5275
"02/09/1995",5.5425
"02/10/1995",5.5775
"02/13/1995",5.5575
"02/14/1995",5.585
"02/15/1995",5.58
"02/16/1995",5.565
"02/17/1995",5.55
"02/21/1995",5.57
"02/22/1995",5.575
"02/23/1995",5.597
"02/24/1995",5.624
"02/27/1995",5.6135
"02/28/1995",5.6275
"03/01/1995",5.635
"03/02/1995",5.6375
"03/03/1995",5.6475
"03/06/1995",5.7425
"03/07/1995",5.7825
"03/08/1995",5.7325
"03/09/1995",5.7425
"03/10/1995",5.7225
"03/13/1995",5.78
"03/14/1995",5.7825
"03/15/1995",5.8575
"03/16/1995",5.8225
"03/17/1995",5.8825
"03/20/1995",5.87
"03/21/1995",5.8275
"03/22/1995",5.8
"03/23/1995",5.7975
"03/24/1995",5.785
"03/27/1995",5.7675
"03/28/1995",5.775
"03/29/1995",5.745
"03/30/1995",5.73
"03/31/1995",5.74
"04/03/1995",5.8225
"04/04/1995",5.8175
"04/05/1995",5.8175
"04/06/1995",5.8
"04/07/1995",5.85
"04/10/1995",5.845
"04/11/1995",5.895
"04/12/1995",5.8675
"04/13/1995",5.755
"04/17/1995",5.745
"04/18/1995",5.69
"04/19/1995",5.66
"04/20/1995",5.6925
"04/21/1995",5.66
"04/24/1995",5.695
"04/25/1995",5.7065
"04/26/1995",5.698
"04/27/1995",5.7005
"04/28/1995",5.774
"05/01/1995",5.89
"05/02/1995",5.89
"05/03/1995",5.835
"05/04/1995",5.795
"05/05/1995",5.73
"05/08/1995",5.6825
"05/09/1995",5.7125
"05/10/1995",5.7375
"05/11/1995",5.695
"05/12/1995",5.695
"05/15/1995",5.675
"05/16/1995",5.7325
"05/17/1995",5.72
"05/18/1995",5.895
"05/19/1995",5.825
"05/22/1995",6.02
"05/23/1995",6
"05/24/1995",6.02
"05/25/1995",5.985
"05/26/1995",6.0575
"05/30/1995",5.7975
"05/31/1995",5.8075
"06/01/1995",5.8825
"06/02/1995",5.8525
"06/05/1995",5.835
"06/06/1995",5.92
"06/07/1995",5.915
"06/08/1995",5.9075
"06/09/1995",5.855
"06/12/1995",5.7325
"06/13/1995",5.7975
"06/14/1995",5.855
"06/15/1995",5.9225
"06/16/1995",5.89
"06/19/1995",6.0775
"06/20/1995",6.0725
"06/21/1995",6.0575
"06/22/1995",6.01
"06/23/1995",6.0175
"06/26/1995",5.8
"06/27/1995",5.8465
"06/28/1995",5.896
"06/29/1995",5.85
"06/30/1995",5.815
"07/03/1995",5.915
"07/05/1995",6.02
"07/06/1995",6.1125
"07/07/1995",6.08
"07/10/1995",6.085
"07/11/1995",6.115
"07/12/1995",6.1875
"07/13/1995",6.1725
"07/14/1995",6.2075
"07/17/1995",6.4375
"07/18/1995",6.3675
"07/19/1995",6.185
"07/20/1995",6.1775
"07/21/1995",6.31
"07/24/1995",6.255
"07/25/1995",6.3025
"07/26/1995",6.3225
"07/27/1995",6.249
"07/28/1995",6.248
"07/31/1995",6.0505
"08/01/1995",6.0675
"08/02/1995",5.9975
"08/03/1995",6.0275
"08/04/1995",5.9
"08/07/1995",5.91
"08/08/1995",5.9725
"08/09/1995",5.94
"08/10/1995",5.9475
"08/11/1995",5.895
"08/14/1995",5.9425
"08/15/1995",5.9025
"08/16/1995",5.9
"08/17/1995",5.935
"08/18/1995",5.955
"08/21/1995",6.0325
"08/22/1995",5.9825
"08/23/1995",5.9775
"08/24/1995",5.97
"08/25/1995",5.9675
"08/28/1995",6.0765
"08/29/1995",6.0765
"08/30/1995",6.125
"08/31/1995",6.211
"09/01/1995",6.26
"09/05/1995",6.2425
"09/06/1995",6.2425
"09/07/1995",6.28
"09/08/1995",6.3075
"09/11/1995",6.275
"09/12/1995",6.2725
"09/13/1995",6.225
"09/14/1995",6.2575
"09/15/1995",6.3175
"09/18/1995",6.6175
"09/19/1995",6.555
"09/20/1995",6.5475
"09/21/1995",6.6375
"09/22/1995",6.45
"09/25/1995",6.4
"09/26/1995",6.4425
"09/27/1995",6.425
"09/28/1995",6.445
"09/29/1995",6.46
"10/02/1995",6.3725
"10/03/1995",6.36
"10/04/1995",6.3825
"10/05/1995",6.37
"10/06/1995",6.405
"10/09/1995",6.4275
"10/10/1995",6.4875
"10/11/1995",6.5925
"10/12/1995",6.5275
"10/13/1995",6.5325
"10/16/1995",6.565
"10/17/1995",6.525
"10/18/1995",6.5625
"10/19/1995",6.64
"10/20/1995",6.7225
"10/23/1995",6.6775
"10/24/1995",6.6925
"10/25/1995",6.6925
"10/26/1995",6.673
"10/27/1995",6.672
"10/30/1995",6.752
"10/31/1995",6.8265
"11/01/1995",6.91
"11/02/1995",6.9025
"11/03/1995",6.8575
"11/06/1995",6.925
"11/07/1995",6.9025
"11/08/1995",6.8975
"11/09/1995",6.825
"11/10/1995",6.8575
"11/13/1995",6.785
"11/14/1995",6.7675
"11/15/1995",6.7475
"11/16/1995",6.8175
"11/17/1995",6.87
"11/20/1995",6.795
"11/21/1995",6.7825
"11/22/1995",6.83
"11/24/1995",6.795
"11/27/1995",6.775
"11/28/1995",6.775
"11/29/1995",6.84
"11/30/1995",6.8625
"12/01/1995",6.905
"12/04/1995",6.93
"12/05/1995",7.0275
"12/06/1995",7.055
"12/07/1995",6.9925
"12/08/1995",7.0925
"12/11/1995",7.145
"12/12/1995",7.16
"12/13/1995",7.2275
"12/14/1995",7.25
"12/15/1995",7.2075
"12/18/1995",7.3375
"12/19/1995",7.4075
"12/20/1995",7.3225
"12/21/1995",7.1825
"12/22/1995",7.2975
"12/26/1995",7.329
"12/27/1995",7.2695
"12/28/1995",7.3015
"12/29/1995",7.4285
"01/02/1996",7.5825
"01/03/1996",7.66
"01/04/1996",7.5875
"01/05/1996",7.536
"01/08/1996",7.3625
"01/09/1996",7.455
"01/10/1996",7.415
"01/11/1996",7.3375
"01/12/1996",7.4125
"01/15/1996",7.445
"01/16/1996",7.3525
"01/17/1996",7.3625
"01/18/1996",7.4025
"01/19/1996",7.4525
"01/22/1996",7.34
"01/23/1996",7.375
"01/24/1996",7.3525
"01/25/1996",7.255
"01/26/1996",7.245
"01/29/1996",7.28
"01/30/1996",7.365
"01/31/1996",7.3875
"02/01/1996",7.41
"02/02/1996",7.3925
"02/05/1996",7.2375
"02/06/1996",7.2925
"02/07/1996",7.235
"02/08/1996",7.215
"02/09/1996",7.2
"02/12/1996",7.1775
"02/13/1996",7.22
"02/14/1996",7.3425
"02/15/1996",7.325
"02/16/1996",7.3
"02/20/1996",7.2775
"02/21/1996",7.2675
"02/22/1996",7.24
"02/23/1996",7.3375
"02/26/1996",7.4395
"02/27/1996",7.411
"02/28/1996",7.462
"02/29/1996",7.43
"03/01/1996",7.3825
"03/04/1996",7.3
"03/05/1996",7.235
"03/06/1996",7.265
"03/07/1996",7.3025
"03/08/1996",7.225
"03/11/1996",7.285
"03/12/1996",7.28
"03/13/1996",7.3025
"03/14/1996",7.295
"03/15/1996",7.245
"03/18/1996",7.2625
"03/19/1996",7.1525
"03/20/1996",7.1875
"03/21/1996",7.2175
"03/22/1996",7.305
"03/25/1996",7.3225
"03/26/1996",7.375
"03/27/1996",7.4
"03/28/1996",7.39
"03/29/1996",7.51
"04/01/1996",7.61
"04/02/1996",7.56
"04/03/1996",7.6475
"04/04/1996",7.655
"04/08/1996",7.8125
"04/09/1996",7.7875
"04/10/1996",7.945
"04/11/1996",7.885
"04/12/1996",7.96
"04/15/1996",7.8975
"04/16/1996",7.73
"04/17/1996",7.84
"04/18/1996",8.1325
"04/19/1996",7.9975
"04/22/1996",8.135
"04/23/1996",8.1225
"04/24/1996",8.1
"04/25/1996",8.242
"04/26/1996",8.215
"04/29/1996",7.9265
"04/30/1996",7.9345
"05/01/1996",8.175
"05/02/1996",8.095
"05/03/1996",8.165
"05/06/1996",8.12
"05/07/1996",8.1825
"05/08/1996",8.2575
"05/09/1996",8.1925
"05/10/1996",8.14
"05/13/1996",8.13
"05/14/1996",8.1875
"05/15/1996",8.155
"05/16/1996",8.2875
"05/17/1996",8.1875
"05/20/1996",8.06
"05/21/1996",7.985
"05/22/1996",7.9675
"05/23/1996",8.08
"05/24/1996",8.075
"05/28/1996",8.015
"05/29/1996",7.75
"05/30/1996",7.865
"05/31/1996",7.8825
"06/03/1996",7.655
"06/04/1996",7.6975
"06/05/1996",7.655
"06/06/1996",7.66
"06/07/1996",7.755
"06/10/1996",7.91
"06/11/1996",7.7525
"06/12/1996",7.715
"06/13/1996",7.69
"06/14/1996",7.6975
"06/17/1996",7.73
"06/18/1996",7.91
"06/19/1996",7.83
"06/20/1996",7.8
"06/21/1996",7.9175
"06/24/1996",7.7775
"06/25/1996",7.744
"06/26/1996",7.6575
"06/27/1996",7.5645
"06/28/1996",7.725
"07/01/1996",7.8125
"07/02/1996",7.7125
"07/03/1996",7.7725
"07/05/1996",7.6
"07/08/1996",7.62
"07/09/1996",7.7625
"07/10/1996",7.92
"07/11/1996",8.22
"07/12/1996",8.3825
"07/15/1996",8.38
"07/16/1996",8.205
"07/17/1996",8.045
"07/18/1996",7.77
"07/19/1996",7.74
"07/22/1996",7.6775
"07/23/1996",7.7775
"07/24/1996",7.6775
"07/25/1996",7.71
"07/26/1996",7.592
"07/29/1996",7.6245
"07/30/1996",7.5175
"07/31/1996",7.5075
"08/01/1996",7.6025
"08/02/1996",7.5175
"08/05/1996",7.48
"08/06/1996",7.5175
"08/07/1996",7.53
"08/08/1996",7.6775
"08/09/1996",7.7725
"08/12/1996",8.0075
"08/13/1996",7.9525
"08/14/1996",8.065
"08/15/1996",8.0025
"08/16/1996",7.935
"08/19/1996",7.87
"08/20/1996",7.9475
"08/21/1996",8.0025
"08/22/1996",8.0875
"08/23/1996",8.0325
"08/26/1996",8.17
"08/27/1996",8.1835
"08/28/1996",8.057
"08/29/1996",8.047
"08/30/1996",7.985
"09/03/1996",7.955
"09/04/1996",7.8025
"09/05/1996",7.9575
"09/06/1996",8
"09/09/1996",7.9375
"09/10/1996",8.07
"09/11/1996",8.05
"09/12/1996",8.145
"09/13/1996",8.02
"09/16/1996",7.93
"09/17/1996",7.96
"09/18/1996",7.94
"09/19/1996",7.8925
"09/20/1996",7.9525
"09/23/1996",7.9875
"09/24/1996",7.9125
"09/25/1996",7.9575
"09/26/1996",7.9075
"09/27/1996",7.8325
"09/30/1996",7.58
"10/01/1996",7.4925
"10/02/1996",7.42
"10/03/1996",7.375
"10/04/1996",7.2725
"10/07/1996",7.3425
"10/08/1996",7.365
"10/09/1996",7.3825
"10/10/1996",7.3025
"10/11/1996",7.0025
"10/14/1996",6.885
"10/15/1996",6.925
"10/16/1996",6.91
"10/17/1996",6.885
"10/18/1996",6.82
"10/21/1996",6.805
"10/22/1996",6.89
"10/23/1996",6.985
"10/24/1996",6.965
"10/25/1996",7.005
"10/28/1996",7.025
"10/29/1996",6.984
"10/30/1996",6.9025
"10/31/1996",6.6875
"11/01/1996",6.665
"11/04/1996",6.7075
"11/05/1996",6.7275
"11/06/1996",6.825
"11/07/1996",6.8575
"11/08/1996",6.85
"11/11/1996",6.77
"11/12/1996",6.8625
"11/13/1996",6.905
"11/14/1996",6.8825
"11/15/1996",6.9675
"11/18/1996",7.0325
"11/19/1996",6.955
"11/20/1996",7.07
"11/21/1996",7.06
"11/22/1996",7.095
"11/25/1996",7.08
"11/26/1996",7.13
"11/27/1996",7.1525
"11/29/1996",7.1275
"12/02/1996",7.035
"12/03/1996",6.99
"12/04/1996",6.97
"12/05/1996",7.02
"12/06/1996",6.96
"12/09/1996",6.8875
"12/10/1996",6.85
"12/11/1996",6.915
"12/12/1996",7.0275
"12/13/1996",7.0425
"12/16/1996",7.115
"12/17/1996",7.065
"12/18/1996",7.04
"12/19/1996",7.0775
"12/20/1996",7.02
"12/23/1996",7
"12/24/1996",7.07
"12/26/1996",7.007
"12/27/1996",6.996
"12/30/1996",6.92
"12/31/1996",6.883
"01/02/1997",6.9875
"01/03/1997",6.9875
"01/06/1997",6.945
"01/07/1997",7.0025
"01/08/1997",6.96
"01/09/1997",6.9925
"01/10/1997",7.2925
"01/13/1997",7.3675
"01/14/1997",7.37
"01/15/1997",7.455
"01/16/1997",7.4825
"01/17/1997",7.4825
"01/20/1997",7.4625
"01/21/1997",7.4675
"01/22/1997",7.405
"01/23/1997",7.4125
"01/24/1997",7.475
"01/27/1997",7.4975
"01/28/1997",7.445
"01/29/1997",7.5
"01/30/1997",7.415
"01/31/1997",7.3825
"02/03/1997",7.3675
"02/04/1997",7.37
"02/05/1997",7.395
"02/06/1997",7.3
"02/07/1997",7.38
"02/10/1997",7.4
"02/11/1997",7.4975
"02/12/1997",7.6425
"02/13/1997",7.655
"02/14/1997",7.61
"02/18/1997",7.79
"02/19/1997",7.71
"02/20/1997",7.86
"02/21/1997",7.83
"02/24/1997",7.76
"02/25/1997",7.916
"02/26/1997",7.8445
"02/27/1997",7.837
"02/28/1997",7.928
"03/03/1997",8.075
"03/04/1997",8.1
"03/05/1997",8.05
"03/06/1997",8.2225
"03/07/1997",8.3
"03/10/1997",8.6
"03/11/1997",8.555
"03/12/1997",8.285
"03/13/1997",8.285
"03/14/1997",8.495
"03/17/1997",8.25
"03/18/1997",8.31
"03/19/1997",8.39
"03/20/1997",8.52
"03/21/1997",8.425
"03/24/1997",8.3175
"03/25/1997",8.42
"03/26/1997",8.41
"03/27/1997",8.55
"03/31/1997",8.5575
"04/01/1997",8.755
"04/02/1997",8.835
"04/03/1997",8.71
"04/04/1997",8.41
"04/07/1997",8.6275
"04/08/1997",8.4925
"04/09/1997",8.475
"04/10/1997",8.5525
"04/11/1997",8.305
"04/14/1997",8.33
"04/15/1997",8.36
"04/16/1997",8.3225
"04/17/1997",8.385
"04/18/1997",8.44
"04/21/1997",8.37
"04/22/1997",8.405
"04/23/1997",8.425
"04/24/1997",8.47
"04/25/1997",8.677
"04/28/1997",8.6715
"04/29/1997",8.6645
"04/30/1997",8.875
"05/01/1997",8.77
"05/02/1997",8.855
"05/05/1997",8.895
"05/06/1997",8.92
"05/07/1997",8.92
"05/08/1997",8.84
"05/09/1997",8.89
"05/12/1997",8.685
"05/13/1997",8.745
"05/14/1997",8.64
"05/15/1997",8.5775
"05/16/1997",8.645
"05/19/1997",8.66
"05/20/1997",8.45
"05/21/1997",8.4725
"05/22/1997",8.465
"05/23/1997",8.36
"05/27/1997",8.3125
"05/28/1997",8.495
"05/29/1997",8.695
"05/30/1997",8.805
"06/02/1997",8.7525
"06/03/1997",8.6
"06/04/1997",8.3
"06/05/1997",8.36
"06/06/1997",8.3525
"06/09/1997",8.11
"06/10/1997",8.13
"06/11/1997",8.305
"06/12/1997",8.415
"06/13/1997",8.545
"06/16/1997",8.385
"06/17/1997",8.53
"06/18/1997",8.325
"06/19/1997",8.38
"06/20/1997",8.26
"06/23/1997",8.36
"06/24/1997",8.31
"06/25/1997",8.043
"06/26/1997",7.776
"06/27/1997",7.585
"06/30/1997",7.288
"07/01/1997",6.81
"07/02/1997",6.7025
"07/03/1997",6.875
"07/07/1997",6.97
"07/08/1997",7.22
"07/09/1997",7.48
"07/10/1997",7.46
"07/11/1997",7.5
"07/14/1997",7.79
"07/15/1997",7.755
"07/16/1997",7.455
"07/17/1997",7.38
"07/18/1997",7.395
"07/21/1997",7.39
"07/22/1997",7.3525
"07/23/1997",7.39
"07/24/1997",7.52
"07/25/1997",7.545
"07/28/1997",7.391
"07/29/1997",7.304
"07/30/1997",7.046
"07/31/1997",7.016
"08/01/1997",6.8375
"08/04/1997",6.775
"08/05/1997",6.68
"08/06/1997",6.795
"08/07/1997",6.6
"08/08/1997",6.725
"08/11/1997",6.43
"08/12/1997",6.4775
"08/13/1997",6.6
"08/14/1997",6.555
"08/15/1997",6.56
"08/18/1997",6.5075
"08/19/1997",6.5475
"08/20/1997",6.455
"08/21/1997",6.5825
"08/22/1997",6.615
"08/25/1997",6.6275
"08/26/1997",6.5285
"08/27/1997",6.526
"08/28/1997",6.359
"08/29/1997",6.336
"09/02/1997",6.3375
"09/03/1997",6.42
"09/04/1997",6.435
"09/05/1997",6.405
"09/08/1997",6.37
"09/09/1997",6.4525
"09/10/1997",6.39
"09/11/1997",6.4325
"09/12/1997",6.3125
"09/15/1997",6.3475
"09/16/1997",6.4675
"09/17/1997",6.44
"09/18/1997",6.35
"09/19/1997",6.39
"09/22/1997",6.355
"09/23/1997",6.31
"09/24/1997",6.3825
"09/25/1997",6.345
"09/26/1997",6.3175
"09/29/1997",6.27
"09/30/1997",6.215
"10/01/1997",6.205
"10/02/1997",6.275
"10/03/1997",6.395
"10/06/1997",6.475
"10/07/1997",6.64
"10/08/1997",6.6725
"10/09/1997",6.7325
"10/10/1997",7.0025
"10/13/1997",7.195
"10/14/1997",7.06
"10/15/1997",7.045
"10/16/1997",7.0225
"10/17/1997",6.92
"10/20/1997",6.91
"10/21/1997",6.9475
"10/22/1997",6.9825
"10/23/1997",6.94
"10/24/1997",6.99
"10/27/1997",6.975
"10/28/1997",6.9305
"10/29/1997",6.918
"10/30/1997",6.895
"10/31/1997",6.9515
"11/03/1997",7.2175
"11/04/1997",7.16
"11/05/1997",7.2375
"11/06/1997",7.265
"11/07/1997",7.395
"11/10/1997",7.215
"11/11/1997",7.3775
"11/12/1997",7.305
"11/13/1997",7.3225
"11/14/1997",7.24
"11/17/1997",7.2625
"11/18/1997",7.2
"11/19/1997",7.155
"11/20/1997",7.09
"11/21/1997",7.085
"11/24/1997",7.1175
"11/25/1997",7.1275
"11/26/1997",7.2125
"11/28/1997",7.1825
"12/01/1997",7.195
"12/02/1997",7.04
"12/03/1997",7.065
"12/04/1997",6.94
"12/05/1997",7.0325
"12/08/1997",7.1
"12/09/1997",7.07
"12/10/1997",7.13
"12/11/1997",7.0275
"12/12/1997",6.9025
"12/15/1997",6.8875
"12/16/1997",6.86
"12/17/1997",6.895
"12/18/1997",6.775
"12/19/1997",6.82
"12/22/1997",6.8
"12/23/1997",6.795
"12/24/1997",6.8675
"12/26/1997",6.894
"12/29/1997",6.8165
"12/30/1997",6.8395
"12/31/1997",6.751
"01/02/1998",6.675
"01/05/1998",6.74
"01/06/1998",6.6975
"01/07/1998",6.77
"01/08/1998",6.63
"01/09/1998",6.6575
"01/12/1998",6.6525
"01/13/1998",6.7275
"01/14/1998",6.655
"01/15/1998",6.67
"01/16/1998",6.64
"01/20/1998",6.745
"01/21/1998",6.6925
"01/22/1998",6.76
"01/23/1998",6.7025
"01/26/1998",6.7475
"01/27/1998",6.795
"01/28/1998",6.81
"01/29/1998",6.7925
"01/30/1998",6.7275
"02/02/1998",6.77
"02/03/1998",6.845
"02/04/1998",6.815
"02/05/1998",6.8725
"02/06/1998",6.86
"02/09/1998",6.8975
"02/10/1998",6.93
"02/11/1998",6.805
"02/12/1998",6.825
"02/13/1998",6.79
"02/17/1998",6.695
"02/18/1998",6.7175
"02/19/1998",6.7125
"02/20/1998",6.6675
"02/23/1998",6.625
"02/24/1998",6.535
"02/25/1998",6.556
"02/26/1998",6.5215
"02/27/1998",6.572
"03/02/1998",6.57
"03/03/1998",6.555
"03/04/1998",6.5375
"03/05/1998",6.5475
"03/06/1998",6.635
"03/09/1998",6.655
"03/10/1998",6.6875
"03/11/1998",6.72
"03/12/1998",6.67
"03/13/1998",6.555
"03/16/1998",6.545
"03/17/1998",6.5675
"03/18/1998",6.5625
"03/19/1998",6.52
"03/20/1998",6.455
"03/23/1998",6.515
"03/24/1998",6.515
"03/25/1998",6.51
"03/26/1998",6.5275
"03/27/1998",6.4625
"03/30/1998",6.4975
"03/31/1998",6.45
"04/01/1998",6.4325
"04/02/1998",6.4575
"04/03/1998",6.3725
"04/06/1998",6.33
"04/07/1998",6.285
"04/08/1998",6.3175
"04/09/1998",6.33
"04/13/1998",6.2725
"04/14/1998",6.3025
"04/15/1998",6.395
"04/16/1998",6.4125
"04/17/1998",6.4225
"04/20/1998",6.43
"04/21/1998",6.5075
"04/22/1998",6.4075
"04/23/1998",6.435
"04/24/1998",6.475
"04/27/1998",6.484
"04/28/1998",6.433
"04/29/1998",6.428
"04/30/1998",6.3905
"05/01/1998",6.4175
"05/04/1998",6.425
"05/05/1998",6.4825
"05/06/1998",6.56
"05/07/1998",6.59
"05/08/1998",6.5225
"05/11/1998",6.445
"05/12/1998",6.44
"05/13/1998",6.48
"05/14/1998",6.455
"05/15/1998",6.4125
"05/18/1998",6.44
"05/19/1998",6.32
"05/20/1998",6.345
"05/21/1998",6.3025
"05/22/1998",6.3525
"05/26/1998",6.235
"05/27/1998",6.1725
"05/28/1998",6.1875
"05/29/1998",6.185
"06/01/1998",6.1925
"06/02/1998",6.215
"06/03/1998",6.19
"06/04/1998",6.1875
"06/05/1998",6.1625
"06/08/1998",6.1125
"06/09/1998",6.09
"06/10/1998",6.135
"06/11/1998",6.0875
"06/12/1998",6.1375
"06/15/1998",6.0875
"06/16/1998",6.17
"06/17/1998",6.255
"06/18/1998",6.31
"06/19/1998",6.52
"06/22/1998",6.4825
"06/23/1998",6.64
"06/24/1998",6.705
"06/25/1998",6.58
"06/26/1998",6.488
"06/29/1998",6.1635
"06/30/1998",6.336
"07/01/1998",6.2925
"07/02/1998",6.2675
"07/06/1998",6.2575
"07/07/1998",6.4175
"07/08/1998",6.47
"07/09/1998",6.415
"07/10/1998",6.3425
"07/13/1998",6.3775
"07/14/1998",6.315
"07/15/1998",6.205
"07/16/1998",6.2975
"07/17/1998",6.4225
"07/20/1998",6.2575
"07/21/1998",6.1875
"07/22/1998",6.1075
"07/23/1998",6.0675
"07/24/1998",5.995
"07/27/1998",5.9775
"07/28/1998",5.91
"07/29/1998",5.8475
"07/30/1998",5.8365
"07/31/1998",5.682
"08/03/1998",5.5575
"08/04/1998",5.515
"08/05/1998",5.4325
"08/06/1998",5.39
"08/07/1998",5.3275
"08/10/1998",5.385
"08/11/1998",5.43
"08/12/1998",5.355
"08/13/1998",5.3075
"08/14/1998",5.3425
"08/17/1998",5.3925
"08/18/1998",5.4175
"08/19/1998",5.4725
"08/20/1998",5.4025
"08/21/1998",5.3075
"08/24/1998",5.3175
"08/25/1998",5.37
"08/26/1998",5.297
"08/27/1998",5.243
"08/28/1998",5.15
"08/31/1998",5.1215
"09/01/1998",5.18
"09/02/1998",5.21
"09/03/1998",5.21
"09/04/1998",5.185
"09/08/1998",5.2225
"09/09/1998",5.17
"09/10/1998",5.225
"09/11/1998",5.29
"09/14/1998",5.3125
"09/15/1998",5.3425
"09/16/1998",5.26
"09/17/1998",5.2325
"09/18/1998",5.2275
"09/21/1998",5.24
"09/22/1998",5.2975
"09/23/1998",5.2625
"09/24/1998",5.31
"09/25/1998",5.28
"09/28/1998",5.3225
"09/29/1998",5.2725
"09/30/1998",5.2075
"10/01/1998",5.1525
"10/02/1998",5.1575
"10/05/1998",5.21
"10/06/1998",5.2275
"10/07/1998",5.335
"10/08/1998",5.405
"10/09/1998",5.64
"10/12/1998",5.57
"10/13/1998",5.635
"10/14/1998",5.5625
"10/15/1998",5.56
"10/16/1998",5.575
"10/19/1998",5.515
"10/20/1998",5.51
"10/21/1998",5.505
"10/22/1998",5.555
"10/23/1998",5.485
"10/26/1998",5.485
"10/27/1998",5.502
"10/28/1998",5.571
"10/29/1998",5.588
"10/30/1998",5.663
"11/02/1998",5.62
"11/03/1998",5.6
"11/04/1998",5.6275
"11/05/1998",5.675
"11/06/1998",5.7125
"11/09/1998",5.735
"11/10/1998",5.805
"11/11/1998",5.865
"11/12/1998",5.88
"11/13/1998",5.7775
"11/16/1998",5.775
"11/17/1998",5.82
"11/18/1998",5.845
"11/19/1998",5.82
"11/20/1998",5.805
"11/23/1998",5.685
"11/24/1998",5.7025
"11/25/1998",5.7125
"11/27/1998",5.8225
"11/30/1998",5.935
"12/01/1998",5.82
"12/02/1998",5.8775
"12/03/1998",5.81
"12/04/1998",5.8125
"12/07/1998",5.765
"12/08/1998",5.71
"12/09/1998",5.655
"12/10/1998",5.6175
"12/11/1998",5.5825
"12/14/1998",5.5225
"12/15/1998",5.53
"12/16/1998",5.5275
"12/17/1998",5.48
"12/18/1998",5.4725
"12/21/1998",5.4925
"12/22/1998",5.4525
"12/23/1998",5.435
"12/24/1998",5.48
"12/28/1998",5.4375
"12/29/1998",5.4525
"12/30/1998",5.405
"12/31/1998",5.4055
"01/04/1999",5.46
"01/05/1999",5.5125
"01/06/1999",5.545
"01/07/1999",5.485
"01/08/1999",5.55
"01/11/1999",5.4675
"01/12/1999",5.385
"01/13/1999",5.3375
"01/14/1999",5.3375
"01/15/1999",5.3225
"01/19/1999",5.25
"01/20/1999",5.28
"01/21/1999",5.305
"01/22/1999",5.2575
"01/25/1999",5.175
"01/26/1999",5.14
"01/27/1999",5.13
"01/28/1999",5.1025
"01/29/1999",5.0675
"02/01/1999",5.085
"02/02/1999",5.1325
"02/03/1999",5.075
"02/04/1999",5.0875
"02/05/1999",5.1375
"02/08/1999",5.08
"02/09/1999",4.99
"02/10/1999",4.9925
"02/11/1999",4.9525
"02/12/1999",4.9225
"02/16/1999",4.8775
"02/17/1999",4.8625
"02/18/1999",4.82
"02/19/1999",4.7825
"02/22/1999",4.74
"02/23/1999",4.7485
"02/24/1999",4.599
"02/25/1999",4.587
"02/26/1999",4.5635
"03/01/1999",4.63
"03/02/1999",4.715
"03/03/1999",4.6775
"03/04/1999",4.68
"03/05/1999",4.645
"03/08/1999",4.71
"03/09/1999",4.725
"03/10/1999",4.7675
"03/11/1999",4.78
"03/12/1999",4.745
"03/15/1999",4.71
"03/16/1999",4.8275
"03/17/1999",4.8125
"03/18/1999",4.82
"03/19/1999",4.8925
"03/22/1999",4.9925
"03/23/1999",4.9325
"03/24/1999",4.8775
"03/25/1999",4.99
"03/26/1999",4.9675
"03/29/1999",4.96
"03/30/1999",5.015
"03/31/1999",4.8375
"04/01/1999",4.8325
"04/05/1999",4.82
"04/06/1999",4.7775
"04/07/1999",4.8
"04/08/1999",4.7725
"04/09/1999",4.805
"04/12/1999",4.7975
"04/13/1999",4.8525
"04/14/1999",4.8925
"04/15/1999",4.895
"04/16/1999",4.8675
"04/19/1999",4.88
"04/20/1999",4.955
"04/21/1999",4.9375
"04/22/1999",4.83
"04/23/1999",4.8525
"04/26/1999",4.81
"04/27/1999",4.7995
"04/28/1999",4.836
