"Date","Value"
"12/05/1968",2.4375
"12/06/1968",2.4475
"12/09/1968",2.4363
"12/10/1968",2.4375
"12/11/1968",2.4463
"12/12/1968",2.45
"12/13/1968",2.4575
"12/16/1968",2.455
"12/17/1968",2.4488
"12/18/1968",2.4475
"12/19/1968",2.4488
"12/20/1968",2.4625
"12/23/1968",2.4788
"12/24/1968",2.46
"12/26/1968",2.4625
"12/27/1968",2.4625
"12/30/1968",2.4663
"12/31/1968",2.4663
"01/02/1969",2.465
"01/03/1969",2.4638
"01/06/1969",2.47
"01/07/1969",2.4725
"01/08/1969",2.4938
"01/09/1969",2.4913
"01/10/1969",2.4825
"01/13/1969",2.445
"01/14/1969",2.4425
"01/15/1969",2.4513
"01/16/1969",2.4588
"01/17/1969",2.455
"01/20/1969",2.455
"01/21/1969",2.455
"01/22/1969",2.4563
"01/23/1969",2.465
"01/24/1969",2.4625
"01/27/1969",2.4575
"01/28/1969",2.455
"01/29/1969",2.455
"01/30/1969",2.455
"01/31/1969",2.4575
"02/03/1969",2.4525
"02/04/1969",2.4563
"02/05/1969",2.4563
"02/06/1969",2.4575
"02/07/1969",2.4538
"02/10/1969",2.4475
"02/11/1969",2.4463
"02/12/1969",2.4475
"02/13/1969",2.4488
"02/14/1969",2.435
"02/17/1969",2.43
"02/18/1969",2.4313
"02/19/1969",2.4413
"02/20/1969",2.435
"02/24/1969",2.4325
"02/25/1969",2.43
"02/26/1969",2.4275
"02/27/1969",2.43
"02/28/1969",2.4388
"03/03/1969",2.43
"03/04/1969",2.435
"03/05/1969",2.4138
"03/06/1969",2.41
"03/07/1969",2.4063
"03/10/1969",2.3988
"03/11/1969",2.3988
"03/12/1969",2.3963
"03/13/1969",2.3913
"03/14/1969",2.3875
"03/17/1969",2.3763
"03/18/1969",2.375
"03/19/1969",2.375
"03/20/1969",2.3788
"03/21/1969",2.3775
"03/24/1969",2.3788
"03/25/1969",2.3875
"03/26/1969",2.385
"03/27/1969",2.3875
"03/28/1969",2.3975
"04/01/1969",2.3925
"04/02/1969",2.3825
"04/03/1969",2.3875
"04/07/1969",2.39
"04/08/1969",2.395
"04/09/1969",2.395
"04/10/1969",2.395
"04/11/1969",2.3938
"04/14/1969",2.3875
"04/15/1969",2.3925
"04/16/1969",2.3963
"04/17/1969",2.3938
"04/18/1969",2.3925
"04/21/1969",2.39
"04/22/1969",2.385
"04/23/1969",2.3888
"04/24/1969",2.3925
"04/25/1969",2.3975
"04/28/1969",2.4025
"04/29/1969",2.3988
"04/30/1969",2.3975
"05/01/1969",2.4
"05/02/1969",2.4063
"05/05/1969",2.41
"05/06/1969",2.4163
"05/07/1969",2.4113
"05/08/1969",2.4075
"05/09/1969",2.4075
"05/12/1969",2.4113
"05/13/1969",2.4125
"05/14/1969",2.4175
"05/15/1969",2.4175
"05/16/1969",2.4175
"05/19/1969",2.4175
"05/20/1969",2.415
"05/21/1969",2.415
"05/22/1969",2.4163
"05/23/1969",2.405
"05/26/1969",2.3938
"05/27/1969",2.4
"05/28/1969",2.3975
"05/29/1969",2.3875
"06/02/1969",2.3888
"06/03/1969",2.3825
"06/04/1969",2.38
"06/05/1969",2.385
"06/06/1969",2.3875
"06/09/1969",2.395
"06/10/1969",2.39
"06/11/1969",2.3975
"06/12/1969",2.405
"06/13/1969",2.405
"06/16/1969",2.4
"06/17/1969",2.4
"06/18/1969",2.4088
"06/19/1969",2.405
"06/20/1969",2.405
"06/23/1969",2.4075
"06/24/1969",2.4025
"06/25/1969",2.4075
"06/26/1969",2.4
"06/27/1969",2.3963
"06/30/1969",2.4025
"07/01/1969",2.4025
"07/02/1969",2.4025
"07/03/1969",2.41
"07/07/1969",2.4238
"07/08/1969",2.4138
"07/09/1969",2.4175
"07/10/1969",2.4125
"07/11/1969",2.415
"07/14/1969",2.4325
"07/15/1969",2.4375
"07/16/1969",2.435
"07/17/1969",2.4413
"07/18/1969",2.43
"07/22/1969",2.4325
"07/23/1969",2.4175
"07/24/1969",2.4038
"07/25/1969",2.3863
"07/28/1969",2.3813
"07/29/1969",2.385
"07/30/1969",2.4013
"07/31/1969",2.4013
"08/01/1969",2.3975
"08/04/1969",2.3975
"08/05/1969",2.4013
"08/06/1969",2.4013
"08/07/1969",2.405
"08/08/1969",2.4175
"08/11/1969",2.4138
"08/12/1969",2.415
"08/13/1969",2.4175
"08/14/1969",2.4175
"08/15/1969",2.4113
"08/18/1969",2.4013
"08/19/1969",2.3963
"08/20/1969",2.3938
"08/21/1969",2.4
"08/22/1969",2.4025
"08/25/1969",2.4075
"08/26/1969",2.4
"08/27/1969",2.4063
"08/28/1969",2.4113
"08/29/1969",2.415
"09/02/1969",2.3963
"09/03/1969",2.4025
"09/04/1969",2.405
"09/05/1969",2.405
"09/08/1969",2.4013
"09/09/1969",2.4
"09/10/1969",2.4025
"09/11/1969",2.4125
"09/12/1969",2.4275
"09/15/1969",2.4288
"09/16/1969",2.4488
"09/17/1969",2.435
"09/18/1969",2.4313
"09/19/1969",2.44
"09/22/1969",2.4325
"09/23/1969",2.4313
"09/24/1969",2.4288
"09/25/1969",2.435
"09/26/1969",2.4163
"09/29/1969",2.4213
"09/30/1969",2.4188
"10/01/1969",2.4138
"10/02/1969",2.43
"10/03/1969",2.4575
"10/06/1969",2.4575
"10/07/1969",2.4475
"10/08/1969",2.4538
"10/09/1969",2.4663
"10/10/1969",2.46
"10/13/1969",2.49
"10/14/1969",2.4863
"10/15/1969",2.5025
"10/16/1969",2.4863
"10/17/1969",2.4875
"10/20/1969",2.4875
"10/21/1969",2.4925
"10/22/1969",2.4988
"10/23/1969",2.51
"10/24/1969",2.5288
"10/27/1969",2.495
"10/28/1969",2.4788
"10/29/1969",2.4938
"10/30/1969",2.4938
"10/31/1969",2.4963
"11/03/1969",2.4938
"11/04/1969",2.49
"11/05/1969",2.485
"11/06/1969",2.4913
"11/07/1969",2.4938
"11/10/1969",2.5013
"11/11/1969",2.5113
"11/12/1969",2.5125
"11/13/1969",2.5238
"11/14/1969",2.51
"11/17/1969",2.5013
"11/18/1969",2.4988
"11/19/1969",2.4863
"11/20/1969",2.4888
"11/21/1969",2.4825
"11/24/1969",2.4438
"11/25/1969",2.4488
"11/26/1969",2.4488
"11/28/1969",2.4388
"12/01/1969",2.4338
"12/02/1969",2.435
"12/03/1969",2.4525
"12/04/1969",2.4375
"12/05/1969",2.4488
"12/08/1969",2.445
"12/09/1969",2.4463
"12/10/1969",2.4413
"12/11/1969",2.45
"12/12/1969",2.46
"12/15/1969",2.4688
"12/16/1969",2.4713
"12/17/1969",2.4763
"12/18/1969",2.4675
"12/19/1969",2.475
"12/22/1969",2.4525
"12/23/1969",2.4513
"12/24/1969",2.4765
"12/26/1969",2.485
"12/29/1969",2.4948
"12/30/1969",2.4945
"12/31/1969",2.5078
"01/02/1970",2.485
"01/05/1970",2.5125
"01/06/1970",2.52
"01/07/1970",2.5325
"01/08/1970",2.5375
"01/09/1970",2.5338
"01/12/1970",2.545
"01/13/1970",2.5413
"01/14/1970",2.5438
"01/15/1970",2.5475
"01/16/1970",2.5538
"01/19/1970",2.56
"01/20/1970",2.5325
"01/21/1970",2.5475
"01/22/1970",2.55
"01/23/1970",2.5475
"01/26/1970",2.5313
"01/27/1970",2.5375
"01/28/1970",2.5363
"01/29/1970",2.5313
"01/30/1970",2.5413
"02/02/1970",2.5525
"02/03/1970",2.5475
"02/04/1970",2.5513
"02/05/1970",2.5525
"02/06/1970",2.5538
"02/09/1970",2.5488
"02/10/1970",2.54
"02/11/1970",2.545
"02/12/1970",2.545
"02/13/1970",2.54
"02/16/1970",2.5438
"02/17/1970",2.5475
"02/18/1970",2.5675
"02/19/1970",2.56
"02/20/1970",2.5638
"02/24/1970",2.5928
"02/25/1970",2.5968
"02/26/1970",2.596
"02/27/1970",2.5998
"03/02/1970",2.6163
"03/03/1970",2.6238
"03/04/1970",2.595
"03/05/1970",2.605
"03/06/1970",2.6013
"03/09/1970",2.5863
"03/10/1970",2.59
"03/11/1970",2.605
"03/12/1970",2.6125
"03/13/1970",2.6063
"03/16/1970",2.595
"03/17/1970",2.61
"03/18/1970",2.605
"03/19/1970",2.5988
"03/20/1970",2.5988
"03/23/1970",2.5938
"03/24/1970",2.5913
"03/25/1970",2.5938
"03/26/1970",2.595
"03/30/1970",2.5925
"03/31/1970",2.5925
"04/01/1970",2.6025
"04/02/1970",2.5988
"04/03/1970",2.6138
"04/06/1970",2.6188
"04/07/1970",2.6088
"04/08/1970",2.6175
"04/09/1970",2.6225
"04/10/1970",2.6325
"04/13/1970",2.6438
"04/14/1970",2.6438
"04/15/1970",2.6338
"04/16/1970",2.6425
"04/17/1970",2.64
"04/20/1970",2.6388
"04/21/1970",2.6563
"04/22/1970",2.645
"04/23/1970",2.6513
"04/24/1970",2.6538
"04/27/1970",2.6325
"04/28/1970",2.6495
"04/29/1970",2.6558
"04/30/1970",2.677
"05/01/1970",2.6888
"05/04/1970",2.6788
"05/05/1970",2.675
"05/06/1970",2.6688
"05/07/1970",2.6763
"05/08/1970",2.6875
"05/11/1970",2.6813
"05/12/1970",2.6763
"05/13/1970",2.6725
"05/14/1970",2.6825
"05/15/1970",2.6975
"05/18/1970",2.6875
"05/19/1970",2.68
"05/20/1970",2.6938
"05/21/1970",2.7213
"05/22/1970",2.715
"05/25/1970",2.7038
"05/26/1970",2.6975
"05/27/1970",2.7188
"05/28/1970",2.71
"05/29/1970",2.7475
"06/01/1970",2.7113
"06/02/1970",2.7113
"06/03/1970",2.7225
"06/04/1970",2.7375
"06/05/1970",2.735
"06/08/1970",2.76
"06/09/1970",2.7625
"06/10/1970",2.8
"06/11/1970",2.7925
"06/12/1970",2.785
"06/15/1970",2.775
"06/16/1970",2.7675
"06/17/1970",2.7625
"06/18/1970",2.77
"06/19/1970",2.7825
"06/22/1970",2.7913
"06/23/1970",2.835
"06/24/1970",2.81
"06/25/1970",2.871
"06/26/1970",2.8895
"06/29/1970",2.9255
"06/30/1970",2.916
"07/01/1970",2.89
"07/02/1970",2.9175
"07/06/1970",2.86
"07/07/1970",2.865
"07/08/1970",2.9375
"07/09/1970",2.895
"07/10/1970",2.875
"07/13/1970",2.9763
"07/14/1970",2.9325
"07/15/1970",2.955
"07/16/1970",2.9325
"07/17/1970",2.95
"07/20/1970",2.955
"07/21/1970",2.945
"07/22/1970",2.9588
"07/23/1970",2.9725
"07/24/1970",2.9325
"07/27/1970",2.9175
"07/28/1970",2.856
"07/29/1970",2.8275
"07/30/1970",2.8295
"07/31/1970",2.833
"08/03/1970",2.835
"08/04/1970",2.78
"08/05/1970",2.7875
"08/06/1970",2.78
"08/07/1970",2.805
"08/10/1970",2.79
"08/11/1970",2.7788
"08/12/1970",2.85
"08/13/1970",2.82
"08/14/1970",2.8275
"08/17/1970",2.9288
"08/18/1970",2.85
"08/19/1970",2.895
"08/20/1970",2.845
"08/21/1970",2.815
"08/24/1970",2.7975
"08/25/1970",2.8075
"08/26/1970",2.777
"08/27/1970",2.786
"08/28/1970",2.808
"08/31/1970",2.788
"09/01/1970",2.7525
"09/02/1970",2.7975
"09/03/1970",2.7825
"09/04/1970",2.815
"09/08/1970",2.825
"09/09/1970",2.8225
"09/10/1970",2.835
"09/11/1970",2.8288
"09/14/1970",2.8875
"09/15/1970",2.8775
"09/16/1970",2.8788
"09/17/1970",2.83
"09/18/1970",2.855
"09/21/1970",2.8275
"09/22/1970",2.8775
"09/23/1970",2.9
"09/24/1970",2.91
"09/25/1970",2.8913
"09/28/1970",2.8638
"09/29/1970",2.8425
"09/30/1970",2.86
"10/01/1970",2.8625
"10/02/1970",2.87
"10/05/1970",2.9125
"10/06/1970",2.9188
"10/07/1970",2.9525
"10/08/1970",2.9613
"10/09/1970",2.9888
"10/12/1970",3.0163
"10/13/1970",2.9788
"10/14/1970",2.9813
"10/15/1970",2.9725
"10/16/1970",2.9425
"10/19/1970",2.9313
"10/20/1970",2.9788
"10/21/1970",2.985
"10/22/1970",3.02
"10/23/1970",3.0525
"10/26/1970",3.035
"10/27/1970",3.082
"10/28/1970",3.084
"10/29/1970",3.05
"10/30/1970",3.0725
"11/02/1970",3.075
"11/03/1970",2.99
"11/04/1970",3.0563
"11/05/1970",3.095
"11/06/1970",3.0675
"11/09/1970",3.0575
"11/10/1970",3.08
"11/11/1970",3.0775
"11/12/1970",3.0825
"11/13/1970",3.09
"11/16/1970",3.08
"11/17/1970",3.0888
"11/18/1970",3.0825
"11/19/1970",3.0825
"11/20/1970",3.0725
"11/23/1970",3.075
"11/24/1970",2.9763
"11/25/1970",2.9875
"11/27/1970",3.0025
"11/30/1970",2.99
"12/01/1970",2.9975
"12/02/1970",2.955
"12/03/1970",2.9725
"12/04/1970",2.99
"12/07/1970",2.9763
"12/08/1970",2.9488
"12/09/1970",2.925
"12/10/1970",2.91
"12/11/1970",2.9275
"12/14/1970",2.9275
"12/15/1970",2.97
"12/16/1970",2.9838
"12/17/1970",2.9775
"12/18/1970",2.9925
"12/21/1970",2.96
"12/22/1970",2.9313
"12/23/1970",2.9363
"12/24/1970",2.9625
"12/28/1970",2.9548
"12/29/1970",2.9783
"12/30/1970",2.959
"12/31/1970",2.9685
"01/04/1971",2.9788
"01/05/1971",3.0038
"01/06/1971",2.995
"01/07/1971",2.9925
"01/08/1971",3.0288
"01/11/1971",3.035
"01/12/1971",3.0488
"01/13/1971",3.055
"01/14/1971",3.045
"01/15/1971",3.11
"01/18/1971",3.0825
"01/19/1971",3.0975
"01/20/1971",3.115
"01/21/1971",3.0838
"01/22/1971",3.1
"01/25/1971",3.0975
"01/26/1971",3.1025
"01/27/1971",3.075
"01/28/1971",3.0575
"01/29/1971",3.0738
"02/01/1971",3.0688
"02/02/1971",3.0838
"02/03/1971",3.0825
"02/04/1971",3.0688
"02/05/1971",3.0625
"02/08/1971",3.035
"02/09/1971",3.045
"02/10/1971",3.0463
"02/11/1971",3.065
"02/12/1971",3.0725
"02/16/1971",3.04
"02/17/1971",3.0513
"02/18/1971",3.0675
"02/19/1971",3.0525
"02/22/1971",3.0438
"02/23/1971",3.0565
"02/24/1971",3.0445
"02/25/1971",3.0733
"02/26/1971",3.0695
"03/01/1971",3.0625
"03/02/1971",3.0688
"03/03/1971",3.07
"03/04/1971",3.075
"03/05/1971",3.075
"03/08/1971",3.0675
"03/09/1971",3.0738
"03/10/1971",3.0913
"03/11/1971",3.0775
"03/12/1971",3.0775
"03/15/1971",3.0788
"03/16/1971",3.0725
"03/17/1971",3.015
"03/18/1971",3.0338
"03/19/1971",3.0225
"03/22/1971",3.0213
"03/23/1971",3.0338
"03/24/1971",3.0413
"03/25/1971",3.0438
"03/26/1971",3.045
"03/29/1971",3.035
"03/30/1971",2.9963
"03/31/1971",3.005
"04/01/1971",2.9663
"04/02/1971",2.9713
"04/05/1971",2.9313
"04/06/1971",2.9338
"04/07/1971",2.9213
"04/08/1971",2.8975
"04/12/1971",2.8975
"04/13/1971",2.9188
"04/14/1971",2.9175
"04/15/1971",2.93
"04/16/1971",2.9188
"04/19/1971",2.9213
"04/20/1971",2.9325
"04/21/1971",2.9363
"04/22/1971",2.9375
"04/23/1971",2.9
"04/26/1971",2.8775
"04/27/1971",2.8895
"04/28/1971",2.8975
"04/29/1971",2.9215
"04/30/1971",2.951
"05/03/1971",2.9525
"05/04/1971",2.9575
"05/05/1971",3
"05/06/1971",3.0013
"05/07/1971",2.98
"05/10/1971",2.9838
"05/11/1971",2.9975
"05/12/1971",3.0013
"05/13/1971",2.98
"05/14/1971",2.9875
"05/17/1971",2.9925
"05/18/1971",2.98
"05/19/1971",2.9975
"05/20/1971",3.0475
"05/21/1971",3.0725
"05/24/1971",3.0675
"05/25/1971",3.1088
"05/26/1971",3.0975
"05/27/1971",3.1175
"05/28/1971",3.11
"06/01/1971",3.1275
"06/02/1971",3.0925
"06/03/1971",3.1075
"06/04/1971",3.1225
"06/07/1971",3.1475
"06/08/1971",3.1825
"06/09/1971",3.1725
"06/10/1971",3.17
"06/11/1971",3.1625
"06/14/1971",3.1775
"06/15/1971",3.195
"06/16/1971",3.25
"06/17/1971",3.25
"06/18/1971",3.2613
"06/21/1971",3.2325
"06/22/1971",3.27
"06/23/1971",3.2425
"06/24/1971",3.2263
"06/25/1971",3.2303
"06/28/1971",3.2445
"06/29/1971",3.2498
"06/30/1971",3.234
"07/01/1971",3.265
"07/02/1971",3.305
"07/06/1971",3.2875
"07/07/1971",3.3225
"07/08/1971",3.3088
"07/09/1971",3.2975
"07/12/1971",3.3988
"07/13/1971",3.3925
"07/14/1971",3.4175
"07/15/1971",3.4338
"07/16/1971",3.4875
"07/19/1971",3.485
"07/20/1971",3.4275
"07/21/1971",3.4488
"07/22/1971",3.4725
"07/23/1971",3.4025
"07/26/1971",3.3588
"07/27/1971",3.3563
"07/28/1971",3.3155
"07/29/1971",3.2943
"07/30/1971",3.302
"08/02/1971",3.315
"08/03/1971",3.33
"08/04/1971",3.265
"08/05/1971",3.2338
"08/06/1971",3.2475
"08/09/1971",3.2725
"08/10/1971",3.2675
"08/11/1971",3.295
"08/12/1971",3.2425
"08/13/1971",3.2375
"08/16/1971",3.265
"08/17/1971",3.335
"08/18/1971",3.345
"08/19/1971",3.285
"08/20/1971",3.2875
"08/23/1971",3.2675
"08/24/1971",3.27
"08/25/1971",3.2675
"08/26/1971",3.1735
"08/27/1971",3.182
"08/30/1971",3.1568
"08/31/1971",3.149
"09/01/1971",3.21
"09/02/1971",3.2375
"09/03/1971",3.24
"09/07/1971",3.2675
"09/08/1971",3.2138
"09/09/1971",3.2088
"09/10/1971",3.1975
"09/13/1971",3.1363
"09/14/1971",3.15
"09/15/1971",3.1188
"09/16/1971",3.0925
"09/17/1971",3.0775
"09/20/1971",3.0738
"09/21/1971",3.07
"09/22/1971",3.09
"09/23/1971",3.0688
"09/24/1971",3.0875
"09/27/1971",3.1175
"09/28/1971",3.1238
"09/29/1971",3.105
"09/30/1971",3.0975
"10/01/1971",3.11
"10/04/1971",3.0775
"10/05/1971",3.0775
"10/06/1971",3.105
"10/07/1971",3.1438
"10/08/1971",3.16
"10/11/1971",3.1775
"10/12/1971",3.1675
"10/13/1971",3.2063
"10/14/1971",3.2275
"10/15/1971",3.24
"10/18/1971",3.205
"10/19/1971",3.2625
"10/20/1971",3.2275
"10/21/1971",3.255
"10/22/1971",3.2413
"10/25/1971",3.24
"10/26/1971",3.1815
"10/27/1971",3.1903
"10/28/1971",3.2233
"10/29/1971",3.2245
"11/01/1971",3.1863
"11/02/1971",3.18
"11/03/1971",3.1913
"11/04/1971",3.2
"11/05/1971",3.2375
"11/08/1971",3.2238
"11/09/1971",3.2088
"11/10/1971",3.1825
"11/11/1971",3.1575
"11/12/1971",3.0588
"11/15/1971",3.045
"11/16/1971",3.08
"11/17/1971",3.09
"11/18/1971",3.095
"11/19/1971",3.08
"11/22/1971",3.0663
"11/23/1971",3.1075
"11/24/1971",3.1375
"11/26/1971",3.1388
"11/29/1971",3.11
"11/30/1971",3.105
"12/01/1971",3.1225
"12/02/1971",3.1225
"12/03/1971",3.155
"12/06/1971",3.1338
"12/07/1971",3.1113
"12/08/1971",3.1275
"12/09/1971",3.1238
"12/10/1971",3.1163
"12/13/1971",3.1088
"12/14/1971",3.1375
"12/15/1971",3.1425
"12/16/1971",3.1538
"12/17/1971",3.17
"12/20/1971",3.1425
"12/21/1971",3.1475
"12/22/1971",3.1463
"12/23/1971",3.1538
"12/27/1971",3.1493
"12/28/1971",3.131
"12/29/1971",3.1468
"12/30/1971",3.1585
"12/31/1971",3.0925
"01/03/1972",3.1163
"01/04/1972",3.1013
"01/05/1972",3.1425
"01/06/1972",3.145
"01/07/1972",3.1438
"01/10/1972",3.115
"01/11/1972",3.1188
"01/12/1972",3.0725
"01/13/1972",3.0713
"01/14/1972",3.07
"01/17/1972",3.155
"01/18/1972",3.1288
"01/19/1972",3.1375
"01/20/1972",3.15
"01/21/1972",3.1588
"01/24/1972",3.15
"01/25/1972",3.1875
"01/26/1972",3.16
"01/27/1972",3.1763
"01/28/1972",3.12
"01/31/1972",3.1438
"02/01/1972",3.1463
"02/02/1972",3.16
"02/03/1972",3.1675
"02/04/1972",3.1763
"02/07/1972",3.165
"02/08/1972",3.1438
"02/09/1972",3.1413
"02/10/1972",3.1413
"02/11/1972",3.1613
"02/14/1972",3.1738
"02/15/1972",3.17
"02/16/1972",3.17
"02/17/1972",3.205
"02/18/1972",3.2088
"02/22/1972",3.195
"02/23/1972",3.2488
"02/24/1972",3.2635
"02/25/1972",3.2918
"02/28/1972",3.3345
"02/29/1972",3.342
"03/01/1972",3.3375
"03/02/1972",3.3775
"03/03/1972",3.3837
"03/06/1972",3.4075
"03/07/1972",3.3962
"03/08/1972",3.4525
"03/09/1972",3.4575
"03/10/1972",3.445
"03/13/1972",3.435
"03/14/1972",3.375
"03/15/1972",3.3775
"03/16/1972",3.38
"03/17/1972",3.4375
"03/20/1972",3.44
"03/21/1972",3.4225
"03/22/1972",3.42
"03/23/1972",3.4225
"03/24/1972",3.4425
"03/27/1972",3.435
"03/28/1972",3.4425
"03/29/1972",3.4387
"03/30/1972",3.435
"04/03/1972",3.4225
"04/04/1972",3.5025
"04/05/1972",3.5075
"04/06/1972",3.535
"04/07/1972",3.5337
"04/10/1972",3.54
"04/11/1972",3.5375
"04/12/1972",3.5825
"04/13/1972",3.5862
"04/14/1972",3.5637
"04/17/1972",3.5762
"04/18/1972",3.505
"04/19/1972",3.495
"04/20/1972",3.5225
"04/21/1972",3.5275
"04/24/1972",3.5175
"04/25/1972",3.568
"04/26/1972",3.53
"04/27/1972",3.4665
"04/28/1972",3.493
"05/01/1972",3.5
"05/02/1972",3.52
"05/03/1972",3.5125
"05/04/1972",3.5125
"05/05/1972",3.5375
"05/08/1972",3.545
"05/09/1972",3.515
"05/10/1972",3.5125
"05/11/1972",3.5325
"05/12/1972",3.5225
"05/15/1972",3.54
"05/16/1972",3.6075
"05/17/1972",3.5962
"05/18/1972",3.6025
"05/19/1972",3.6012
"05/22/1972",3.555
"05/23/1972",3.485
"05/24/1972",3.52
"05/25/1972",3.54
"05/26/1972",3.5212
"05/30/1972",3.47
"05/31/1972",3.5
"06/01/1972",3.5137
"06/02/1972",3.5037
"06/05/1972",3.5025
"06/06/1972",3.515
"06/07/1972",3.545
"06/08/1972",3.53
"06/09/1972",3.5287
"06/12/1972",3.5075
"06/13/1972",3.4975
"06/14/1972",3.4762
"06/15/1972",3.4662
"06/16/1972",3.4887
"06/19/1972",3.455
"06/20/1972",3.4287
"06/21/1972",3.4475
"06/22/1972",3.4225
"06/23/1972",3.4237
"06/26/1972",3.4125
"06/27/1972",3.4495
"06/28/1972",3.4425
"06/29/1972",3.458
"06/30/1972",3.4805
"07/03/1972",3.5475
"07/05/1972",3.5775
"07/06/1972",3.55
"07/07/1972",3.5225
"07/10/1972",3.5075
"07/11/1972",3.4987
"07/12/1972",3.52
"07/13/1972",3.4662
"07/14/1972",3.5012
"07/17/1972",3.4725
"07/18/1972",3.4875
"07/19/1972",3.4825
"07/20/1972",3.4575
"07/21/1972",3.485
"07/24/1972",3.4925
"07/25/1972",3.4712
"07/26/1972",3.4655
"07/27/1972",3.445
"07/28/1972",3.441
"07/31/1972",3.3812
"08/01/1972",3.3337
"08/02/1972",3.3612
"08/03/1972",3.3812
"08/04/1972",3.475
"08/07/1972",3.4925
"08/08/1972",3.5075
"08/09/1972",3.485
"08/10/1972",3.46
"08/11/1972",3.4925
"08/14/1972",3.47
"08/15/1972",3.4225
"08/16/1972",3.4425
"08/17/1972",3.4237
"08/18/1972",3.4625
"08/21/1972",3.4387
"08/22/1972",3.4325
"08/23/1972",3.4425
"08/24/1972",3.4525
"08/25/1972",3.4587
"08/28/1972",3.403
"08/29/1972",3.3805
"08/30/1972",3.3675
"08/31/1972",3.3805
"09/01/1972",3.4
"09/05/1972",3.4275
"09/06/1972",3.39
"09/07/1972",3.39
"09/08/1972",3.3725
"09/11/1972",3.3475
"09/12/1972",3.37
"09/13/1972",3.315
"09/14/1972",3.37
"09/15/1972",3.4075
"09/18/1972",3.3975
"09/19/1972",3.3662
"09/20/1972",3.3675
"09/21/1972",3.3875
"09/22/1972",3.37
"09/25/1972",3.4175
"09/26/1972",3.435
"09/27/1972",3.4275
"09/28/1972",3.445
"09/29/1972",3.4762
"10/02/1972",3.39
"10/03/1972",3.4112
"10/04/1972",3.4037
"10/05/1972",3.4275
"10/06/1972",3.385
"10/09/1972",3.3425
"10/10/1972",3.3475
"10/11/1972",3.3675
"10/12/1972",3.3737
"10/13/1972",3.32
"10/16/1972",3.335
"10/17/1972",3.3375
"10/18/1972",3.3625
"10/19/1972",3.37
"10/20/1972",3.38
"10/23/1972",3.4025
"10/24/1972",3.4387
"10/25/1972",3.4275
"10/26/1972",3.479
"10/27/1972",3.505
"10/30/1972",3.579
"10/31/1972",3.5475
"11/01/1972",3.5875
"11/02/1972",3.575
"11/03/1972",3.5512
"11/06/1972",3.5125
"11/08/1972",3.5675
"11/09/1972",3.5625
"11/10/1972",3.5375
"11/13/1972",3.64
"11/14/1972",3.7125
"11/15/1972",3.725
"11/16/1972",3.695
"11/17/1972",3.725
"11/20/1972",3.685
"11/21/1972",3.745
"11/22/1972",3.7225
"11/24/1972",3.7925
"11/27/1972",3.88
"11/28/1972",3.8275
"11/29/1972",3.795
"11/30/1972",3.795
"12/01/1972",3.8625
"12/04/1972",3.9662
"12/05/1972",4.055
"12/06/1972",4.015
"12/07/1972",4.075
"12/08/1972",4.1812
"12/11/1972",4.25
"12/12/1972",4.355
"12/13/1972",4.255
"12/14/1972",4.32
"12/15/1972",4.3525
"12/18/1972",4.2587
"12/19/1972",4.1587
"12/20/1972",4.17
"12/21/1972",4.2725
"12/22/1972",4.172
"12/26/1972",4.138
"12/27/1972",4.1615
"12/29/1972",4.2645
"01/02/1973",4.23
"01/03/1973",4.2925
"01/04/1973",4.24
"01/05/1973",4.2775
"01/08/1973",4.22
"01/09/1973",4.275
"01/10/1973",4.3775
"01/11/1973",4.325
"01/12/1973",4.35
"01/15/1973",4.34
"01/16/1973",4.4475
"01/17/1973",4.5362
"01/18/1973",4.6362
"01/19/1973",4.7362
"01/22/1973",4.775
"01/23/1973",4.75
"01/24/1973",4.7162
"01/26/1973",4.8162
"01/29/1973",4.9162
"01/30/1973",4.9275
"01/31/1973",4.9037
"02/01/1973",4.9837
"02/02/1973",5.0837
"02/05/1973",5.1837
"02/06/1973",5.2837
"02/07/1973",5.3837
"02/08/1973",5.4837
"02/09/1973",5.5325
"02/12/1973",5.6325
"02/13/1973",5.7325
"02/14/1973",5.8325
"02/15/1973",5.9325
"02/16/1973",6.0325
"02/20/1973",6.085
"02/21/1973",6.235
"02/22/1973",6.385
"02/23/1973",6.4585
"02/26/1973",6.532
"02/27/1973",6.3137
"02/28/1973",6.151
"03/01/1973",6.2425
"03/02/1973",6.3175
"03/05/1973",6.33
"03/06/1973",6.48
"03/07/1973",6.6075
"03/08/1973",6.515
"03/09/1973",6.48
"03/12/1973",6.33
"03/13/1973",6.18
"03/14/1973",6.03
"03/15/1973",6.18
"03/16/1973",6.03
"03/19/1973",5.88
"03/20/1973",5.73
"03/21/1973",5.68
"03/22/1973",5.79
"03/23/1973",5.8875
"03/26/1973",5.8475
"03/27/1973",5.6975
"03/28/1973",5.5475
"03/29/1973",5.3975
"03/30/1973",5.3875
"04/02/1973",5.5375
"04/03/1973",5.6875
"04/04/1973",5.8375
"04/05/1973",5.9875
"04/06/1973",5.945
"04/09/1973",6.095
"04/10/1973",6.1075
"04/11/1973",6.1712
"04/12/1973",6.325
"04/13/1973",6.335
"04/16/1973",6.4462
"04/17/1973",6.395
"04/18/1973",6.3412
"04/19/1973",6.455
"04/23/1973",6.5387
